Price	Mileage	Make	Model	Type	Cylinder	Litre	Doors	Cruise	Sound	Leather																																					
21878.12	23237	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
23077.56591	23798	Toyota	Corona	Sedan	6	3.8	4	1	0	1																																					
21698.01475	25489	Toyota	Corona	Sedan	6	3.8	4	1	1	1																																					
21831.82292	25564	Toyota	Corona	Sedan	6	3.8	4	1	1	1																																					
26831.19404	4695	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
26060.33535	9795	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
26781.81465	12052	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
26302.07428	13050	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
26190.27147	17335	Toyota	Corona	Sedan	6	3.8	4	1	0	1																																					
25508.21096	17480	Toyota	Corona	Sedan	6	3.8	4	1	1	0																																					
23348.01695	24027	Toyota	Corona	Sedan	6	3.8	4	1	0	1																																					
23406.68982	25387	Toyota	Corona	Sedan	6	3.8	4	1	0	1																																					
23159.54378	25869	Toyota	Corona	Sedan	6	3.8	4	1	0	0																																					
21536.74173	37128	Toyota	Corona	Sedan	6	3.8	4	1	1	1																																					
51154.04722	2202	Mitsubishi	Pajero	Sedan	8	5.7	4	1	1	1																																					
49248.15897	6685	Mitsubishi	Pajero	Sedan	8	5.7	4	1	0	1																																					
46747.67327	15343	Mitsubishi	Pajero	Sedan	8	5.7	4	1	1	1																																					
44130.61706	21341	Mitsubishi	Pajero	Sedan	8	5.7	4	1	0	1																																					
44084.91421	21367	Mitsubishi	Pajero	Sedan	8	5.7	4	1	1	1																																					
43892.46788	23371	Mitsubishi	Pajero	Sedan	8	5.7	4	1	0	1																																					
44300.63996	23751	Mitsubishi	Pajero	Sedan	8	5.7	4	1	0	1																																					
42677.60112	24052	Mitsubishi	Pajero	Sedan	8	5.7	4	1	0	1																																					
43374.05242	25199	Mitsubishi	Pajero	Sedan	8	5.7	4	1	1	1																																					
40619.07227	30082	Mitsubishi	Pajero	Sedan	8	5.7	4	1	1	1																																					
33417.96501	6598	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
30957.08075	10625	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
31431.13037	11013	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
30781.51563	14937	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
30646.4377	17094	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
30792.14903	17870	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
30392.75016	18449	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
28817.08185	21039	Mitsubishi	Galant	Sedan	6	2.8	4	1	0	1																																					
29275.20871	21056	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
28040.12853	27484	Mitsubishi	Galant	Sedan	6	2.8	4	1	1	1																																					
39801.55135	14095	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
40335.73731	14743	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
39307.00916	16041	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
38600.23956	17138	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
38445.89717	18661	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
36077.79612	21966	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
35866.58271	24415	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
35338.65369	25163	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
36154.30355	25339	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
34685.66298	25421	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
42820.32902	5499	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
41378.04809	8125	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
40856.3909	12791	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
41419.03726	14452	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
37510.25357	21593	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
37215.16938	22211	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
36332.89469	25153	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
36245.15823	26250	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
32954.14134	36074	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
32537.18675	41829	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
35715.76856	6447	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
35651.68002	10555	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
35129.34077	11975	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
35165.75937	13449	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
32501.24519	17508	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
33220.02845	18661	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
32509.47829	20910	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
31132.21349	23124	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
31181.71516	26222	Mitsubishi	Mirage	Sedan	8	4.6	4	1	0	1																																					
31059.18103	27544	Mitsubishi	Mirage	Sedan	8	4.6	4	1	1	1																																					
42741.52367	2846	Mitsubishi	Zero	Sedan	6	3.6	4	1	0	1																																					
40966.60741	7476	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
38795.37909	13973	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
38297.46254	16754	Mitsubishi	Zero	Sedan	6	3.6	4	1	0	1																																					
37192.89637	19100	Mitsubishi	Zero	Sedan	6	3.6	4	1	0	1																																					
36210.123	21778	Mitsubishi	Zero	Sedan	6	3.6	4	1	0	1																																					
36633.63382	22042	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
35895.49941	23056	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
34974.37804	25796	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
32038.33956	35326	Mitsubishi	Zero	Sedan	6	3.6	4	1	1	1																																					
48310.32954	788	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	0	1																																					
48365.9809	2616	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	1	1																																					
45061.95194	13829	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	1	1																																					
44205.87588	15104	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	0	1																																					
42377.95544	18581	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	0	1																																					
41671.58314	20575	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	0	1																																					
41516.42986	23861	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	1	1																																					
41053.48217	25717	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	1	1																																					
38208.50102	31303	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	1	1																																					
39072.39205	31587	Mitsubishi	Shitzu	Sedan	8	4.6	4	1	0	1																																					
70755.46672	583	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
68566.18719	6420	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
69133.73172	7892	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
66374.30704	12021	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
65281.48124	15600	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
63913.11725	18200	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
60567.54909	23193	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
57154.44344	29260	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
55639.08765	31805	Mitsubishi	Lancer	Convertible	8	4.6	2	1	0	1																																					
52001.99438	42691	Mitsubishi	Lancer	Convertible	8	4.6	2	1	1	1																																					
12146.18803	10011	Honda	Civic	Hatchback	4	1.6	4	0	0	1																																					
12163.82042	12101	Honda	Civic	Hatchback	4	1.6	4	0	0	1																																					
11472.02276	19699	Honda	Civic	Hatchback	4	1.6	4	0	0	1																																					
11017.16871	20100	Honda	Civic	Hatchback	4	1.6	4	0	1	0																																					
11096.85727	20334	Honda	Civic	Hatchback	4	1.6	4	1	0	0																																					
10386.04022	22225	Honda	Civic	Hatchback	4	1.6	4	0	0	0																																					
11137.04565	22484	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11045.10884	24568	Honda	Civic	Hatchback	4	1.6	4	1	0	1																																					
10777.05254	27906	Honda	Civic	Hatchback	4	1.6	4	0	0	0																																					
9928.188175	29680	Honda	Civic	Hatchback	4	1.6	4	0	0	1																																					
12649.11089	3629	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
12314.59122	4142	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
11318.00809	11156	Honda	Civic	Sedan	4	1.6	4	0	1	1																																					
12409.94909	11981	Honda	Civic	Sedan	4	1.6	4	1	1	1																																					
11555.2674	13404	Honda	Civic	Sedan	4	1.6	4	1	1	0																																					
11700.11149	15253	Honda	Civic	Sedan	4	1.6	4	1	0	0																																					
11215.01865	19945	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
10144.95208	23963	Honda	Civic	Sedan	4	1.6	4	1	1	0																																					
10491.0752	30948	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
9954.054174	37345	Honda	Civic	Sedan	4	1.6	4	0	1	1																																					
11031.12993	20156	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11343.05401	20186	Honda	Civic	Hatchback	4	1.6	4	1	1	1																																					
11391.21372	21421	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11247.86253	21427	Honda	Civic	Hatchback	4	1.6	4	1	1	1																																					
10921.94537	23119	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11179.95357	23121	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11394.8864	25107	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11070.06064	25476	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
11013.87137	25746	Honda	Civic	Hatchback	4	1.6	4	1	1	1																																					
11115.01364	30056	Honda	Civic	Hatchback	4	1.6	4	1	1	1																																					
11918.45607	7278	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
12408.80615	10213	Honda	Civic	Sedan	4	1.6	4	0	0	1																																					
11302.90299	14627	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
11615.02102	19014	Honda	Civic	Sedan	4	1.6	4	0	1	1																																					
10805.13009	21013	Honda	Civic	Sedan	4	1.6	4	1	1	1																																					
11169.91839	22380	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
10770.10655	25065	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
10872.01393	25869	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
10921.94537	27776	Honda	Civic	Sedan	4	1.6	4	1	0	0																																					
9919.048185	34621	Honda	Civic	Sedan	4	1.6	4	0	1	0																																					
10813.34352	266	Honda	Civic	Hatchback	4	1.6	4	1	0	1																																					
11167.861	4716	Honda	Civic	Hatchback	4	1.6	4	1	1	0																																					
10897.07651	6699	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
10106.01643	14200	Honda	Civic	Hatchback	4	1.6	4	1	0	0																																					
10354.04385	14521	Honda	Civic	Hatchback	4	1.6	4	0	1	0																																					
10287.97736	16521	Honda	Civic	Hatchback	4	1.6	4	1	1	1																																					
9720.97889	20836	Honda	Civic	Hatchback	4	1.6	4	1	1	0																																					
9506.047937	22169	Honda	Civic	Hatchback	4	1.6	4	0	0	1																																					
9789.037676	22986	Honda	Civic	Hatchback	4	1.6	4	0	1	1																																					
9220.829677	29992	Honda	Civic	Hatchback	4	1.6	4	1	0	1																																					
10971.09561	7091	Honda	Civic	Sedan	4	1.6	4	1	0	0																																					
10315.01823	14438	Honda	Civic	Sedan	4	1.6	4	0	0	1																																					
9654.060142	19183	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
9563.789309	19273	Honda	Civic	Sedan	4	1.6	4	1	1	0																																					
9665.84886	19565	Honda	Civic	Sedan	4	1.6	4	0	1	1																																					
9482.219404	24842	Honda	Civic	Sedan	4	1.6	4	1	0	0																																					
8638.930895	25216	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
9041.906254	26191	Honda	Civic	Sedan	4	1.6	4	0	0	1																																					
8870.947316	32914	Honda	Civic	Sedan	4	1.6	4	1	1	0																																					
8768.998585	35299	Honda	Civic	Sedan	4	1.6	4	0	0	0																																					
13007.98418	7372	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13041.874	13607	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12045.9207	19136	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12469.52758	19712	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
11539.84565	22405	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
11726.00297	23103	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12207.87293	23512	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
11203.14611	27364	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
10788.97036	31436	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
11149.6183	34447	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
14584.44812	1160	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13681.698	10210	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13446.21342	17741	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12327.64161	19347	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12274.95758	19612	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12630.77503	22571	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12425.38917	22771	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12319.69625	24568	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12549.89233	25816	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
12234.88805	30297	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
14894.98259	2464	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
14198.09246	11322	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
14678.10533	11488	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
13167.70232	14630	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
13471.00508	18910	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
12573.89994	25048	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
12383.40281	25069	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
13230.91867	25862	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
11080.51638	36855	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
11328.95887	39946	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
15053.93373	4652	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
14397.92808	5189	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
14642.32358	6224	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
13464.80288	14231	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13678.863	17971	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12507.48527	19715	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13141.04795	19898	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
13594.08559	20682	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12733.85792	21386	Honda	Accord	Coupe	4	2.2	2	1	1	1																																					
12230.09977	28408	Honda	Accord	Coupe	4	2.2	2	0	1	1																																					
14222.3054	8427	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
14266.91258	8615	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
14255.74768	16958	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
13762.90145	18040	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
14275.12764	18533	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
13688.00011	18766	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
13308.83375	20043	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
14145.88099	20512	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
12944.93875	21684	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
12846.06159	27560	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
14061.12277	4922	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
13072.84163	14311	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
11699.03392	19816	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
12257.16409	21492	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
11574.17381	21525	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
11539.04853	24163	Honda	Accord	Sedan	4	2.2	4	0	1	1																																					
12243.06062	25014	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
11671.85813	25727	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
11464.62886	29410	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
10546.78275	38866	Honda	Accord	Sedan	4	2.2	4	1	1	1																																					
15553.20871	7695	Honda	City	Sedan	4	2.2	4	0	1	1																																					
15047.00274	12305	Honda	City	Sedan	4	2.2	4	1	1	1																																					
13540.04164	17343	Honda	City	Sedan	4	2.2	4	0	1	1																																					
14077.96885	17445	Honda	City	Sedan	4	2.2	4	0	1	1																																					
12981.95203	20309	Honda	City	Sedan	4	2.2	4	1	1	1																																					
13436.00015	20530	Honda	City	Sedan	4	2.2	4	0	1	1																																					
13161.94283	21145	Honda	City	Sedan	4	2.2	4	1	1	1																																					
14220.01322	23069	Honda	City	Sedan	4	2.2	4	1	1	1																																					
12379.12647	31199	Honda	City	Sedan	4	2.2	4	1	1	1																																					
11581.90504	36566	Honda	City	Sedan	4	2.2	4	0	1	1																																					
14023.93855	13776	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
12810.91058	19461	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
13135.90503	21796	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
13106.90042	21910	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
12845.17425	22382	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
12570.13668	22479	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
12897.92954	23200	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
11961.61996	27394	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
12706.91135	27521	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
12487.05429	28492	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
15635.79616	1169	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
15747.80397	6048	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
14619.07856	15768	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
14185.02155	20374	Honda	Jazz	Coupe	4	2.2	2	0	1	1																																					
13699.03578	25845	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
13310.05959	26143	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
13530.06864	27249	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
13019.07114	27942	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
12684.98623	29891	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
12553.07143	32844	Honda	Jazz	Coupe	4	2.2	2	1	1	1																																					
14997.88434	8880	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14847.04415	12980	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
15128.99224	13828	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
15000.99271	14504	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14593.8541	18790	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14304.74104	21128	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
13688.94568	21611	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
13744.84985	23748	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
13545.0309	27431	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
12741.19023	34815	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
16116.84392	865	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
16428.57898	9882	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
15084.8154	14824	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
15163.16986	17158	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14897.04055	18210	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14508.75009	18910	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14418.16529	19818	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14191.88228	21181	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14401.90693	21527	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14175.87908	21627	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14429.78964	6114	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14696.02899	6709	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14582.76912	7115	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
14194.8236	9561	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
14072.13523	15233	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
13994.90646	17270	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
13830.24902	17594	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
13159.82154	22740	Honda	Jazz	Sedan	4	2.2	4	1	1	1																																					
12495.97075	26204	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
12678.85397	28683	Honda	Jazz	Sedan	4	2.2	4	0	1	1																																					
46732.60603	3625	Honda	CRV	Convertible	8	6	2	1	1	1																																					
47065.20991	5239	Honda	CRV	Convertible	8	6	2	1	1	1																																					
